word,mat_1,mat_2,mat_3,mat_4
"א""י",0.333333333333333,0,0.545454545454545,1
"אב",0.333333333333333,0,0.3,2
"אד",0.333333333333333,0,0.181818181818182,1
"או",0.333333333333333,0,0.555555555555556,0
"אז",0.333333333333333,0,0.1,2
"אח",0.333333333333333,0,0.636363636363636,1
"אט",0.333333333333333,0,0.444444444444444,0
"אי",0.333333333333333,0,0.545454545454545,1
"אך",0.333333333333333,0,0.818181818181818,1
"אל",0.333333333333333,0,0.727272727272727,1
"אם",0.333333333333333,0,0.777777777777778,0
"אן",0.333333333333333,0,0.666666666666667,0
"אס",0.333333333333333,0,0.2,2
"אף",0.333333333333333,0,0.909090909090909,1
"אץ",0.333333333333333,0,0.9,2
"אר",0.333333333333333,0,0.222222222222222,0
"אש",0.333333333333333,0,0.0909090909090909,1
"את",0.333333333333333,0,0.8,2
"ב""ה",0.3,2,0.4,2
"ב""ש",0.3,2,0.0909090909090909,1
"בא",0.3,2,0.333333333333333,0
"בד",0.3,2,0.181818181818182,1
"בה",0.3,2,0.4,2
"בו",0.3,2,0.555555555555556,0
"בז",0.3,2,0.1,2
"בי",0.3,2,0.545454545454545,1
"בך",0.3,2,0.818181818181818,1
"בל",0.3,2,0.727272727272727,1
"בם",0.3,2,0.777777777777778,0
"בן",0.3,2,0.666666666666667,0
"בס",0.3,2,0.2,2
"בר",0.3,2,0.222222222222222,0
"בת",0.3,2,0.8,2
"ג'ז",0.272727272727273,1,0.1,2
"ג'י",0.272727272727273,1,0.545454545454545,1
"ג'ל",0.272727272727273,1,0.727272727272727,1
"גא",0.272727272727273,1,0.333333333333333,0
"גב",0.272727272727273,1,0.3,2
"גג",0.272727272727273,1,0.272727272727273,1
"גד",0.272727272727273,1,0.181818181818182,1
"גו",0.272727272727273,1,0.555555555555556,0
"גז",0.272727272727273,1,0.1,2
"גח",0.272727272727273,1,0.636363636363636,1
"גט",0.272727272727273,1,0.444444444444444,0
"גל",0.272727272727273,1,0.727272727272727,1
"גם",0.272727272727273,1,0.777777777777778,0
"גן",0.272727272727273,1,0.666666666666667,0
"גס",0.272727272727273,1,0.2,2
"גע",0.272727272727273,1,0.454545454545455,1
"גף",0.272727272727273,1,0.909090909090909,1
"גץ",0.272727272727273,1,0.9,2
"גר",0.272727272727273,1,0.222222222222222,0
"גר'",0.272727272727273,1,0.222222222222222,0
"גש",0.272727272727273,1,0.0909090909090909,1
"גת",0.272727272727273,1,0.8,2
"ד""צ",0.181818181818182,1,0.7,2
"ד""ר",0.181818181818182,1,0.222222222222222,0
"ד""ש",0.181818181818182,1,0.0909090909090909,1
"דב",0.181818181818182,1,0.3,2
"דג",0.181818181818182,1,0.272727272727273,1
"דד",0.181818181818182,1,0.181818181818182,1
"דו",0.181818181818182,1,0.555555555555556,0
"די",0.181818181818182,1,0.545454545454545,1
"דל",0.181818181818182,1,0.727272727272727,1
"דם",0.181818181818182,1,0.777777777777778,0
"דן",0.181818181818182,1,0.666666666666667,0
"דע",0.181818181818182,1,0.454545454545455,1
"דף",0.181818181818182,1,0.909090909090909,1
"דק",0.181818181818182,1,0.111111111111111,0
"דר",0.181818181818182,1,0.222222222222222,0
"דש",0.181818181818182,1,0.0909090909090909,1
"דת",0.181818181818182,1,0.8,2
"ה""א",0.4,2,0.333333333333333,0
"הא",0.4,2,0.333333333333333,0
"הב",0.4,2,0.3,2
"הד",0.4,2,0.181818181818182,1
"הך",0.4,2,0.818181818181818,1
"הל",0.4,2,0.727272727272727,1
"הם",0.4,2,0.777777777777778,0
"הן",0.4,2,0.666666666666667,0
"הס",0.4,2,0.2,2
"הר",0.4,2,0.222222222222222,0
"וו",0.555555555555556,0,0.555555555555556,0
"וי",0.555555555555556,0,0.545454545454545,1
"ז""ל",0.1,2,0.727272727272727,1
"זב",0.1,2,0.3,2
"זג",0.1,2,0.272727272727273,1
"זד",0.1,2,0.181818181818182,1
"זה",0.1,2,0.4,2
"זו",0.1,2,0.555555555555556,0
"זז",0.1,2,0.1,2
"זי",0.1,2,0.545454545454545,1
"זך",0.1,2,0.818181818181818,1
"זן",0.1,2,0.666666666666667,0
"זע",0.1,2,0.454545454545455,1
"זר",0.1,2,0.222222222222222,0
"ח""כ",0.636363636363636,1,0.363636363636364,1
"ח""מ",0.636363636363636,1,0.6,2
"ח""ן",0.636363636363636,1,0.666666666666667,0
"חב",0.636363636363636,1,0.3,2
"חג",0.636363636363636,1,0.272727272727273,1
"חג'",0.636363636363636,1,0.272727272727273,1
"חד",0.636363636363636,1,0.181818181818182,1
"חט",0.636363636363636,1,0.444444444444444,0
"חי",0.636363636363636,1,0.545454545454545,1
"חך",0.636363636363636,1,0.818181818181818,1
"חל",0.636363636363636,1,0.727272727272727,1
"חם",0.636363636363636,1,0.777777777777778,0
"חן",0.636363636363636,1,0.666666666666667,0
"חס",0.636363636363636,1,0.2,2
"חף",0.636363636363636,1,0.909090909090909,1
"חץ",0.636363636363636,1,0.9,2
"חש",0.636363636363636,1,0.0909090909090909,1
"חת",0.636363636363636,1,0.8,2
"טח",0.444444444444444,0,0.636363636363636,1
"טי",0.444444444444444,0,0.545454545454545,1
"טל",0.444444444444444,0,0.727272727272727,1
"טס",0.444444444444444,0,0.2,2
"טע",0.444444444444444,0,0.454545454545455,1
"טף",0.444444444444444,0,0.909090909090909,1
"יד",0.545454545454545,1,0.181818181818182,1
"יו",0.545454545454545,1,0.555555555555556,0
"יח'",0.545454545454545,1,0.636363636363636,1
"ים",0.545454545454545,1,0.777777777777778,0
"ין",0.545454545454545,1,0.666666666666667,0
"יש",0.545454545454545,1,0.0909090909090909,1
"כ""כ",0.363636363636364,1,0.363636363636364,1
"כ""ס",0.363636363636364,1,0.2,2
"כ""ף",0.363636363636364,1,0.909090909090909,1
"כ""ץ",0.363636363636364,1,0.9,2
"כד",0.363636363636364,1,0.181818181818182,1
"כה",0.363636363636364,1,0.4,2
"כי",0.363636363636364,1,0.545454545454545,1
"כך",0.363636363636364,1,0.818181818181818,1
"כל",0.363636363636364,1,0.727272727272727,1
"כן",0.363636363636364,1,0.666666666666667,0
"כס",0.363636363636364,1,0.2,2
"כף",0.363636363636364,1,0.909090909090909,1
"כר",0.363636363636364,1,0.222222222222222,0
"כת",0.363636363636364,1,0.8,2
"לא",0.727272727272727,1,0.333333333333333,0
"לב",0.727272727272727,1,0.3,2
"לד",0.727272727272727,1,0.181818181818182,1
"לה",0.727272727272727,1,0.4,2
"לו",0.727272727272727,1,0.555555555555556,0
"לח",0.727272727272727,1,0.636363636363636,1
"לי",0.727272727272727,1,0.545454545454545,1
"לך",0.727272727272727,1,0.818181818181818,1
"לן",0.727272727272727,1,0.666666666666667,0
"לס",0.727272727272727,1,0.2,2
"לץ",0.727272727272727,1,0.9,2
"לש",0.727272727272727,1,0.0909090909090909,1
"מ""כ",0.6,2,0.363636363636364,1
"מ""ל",0.6,2,0.727272727272727,1
"מ""ם",0.6,2,0.777777777777778,0
"מ""מ",0.6,2,0.6,2
"מ""פ",0.6,2,0.888888888888889,0
"מ""צ",0.6,2,0.7,2
"מ""ק",0.6,2,0.111111111111111,0
"מ""ר",0.6,2,0.222222222222222,0
"מג",0.6,2,0.272727272727273,1
"מד",0.6,2,0.181818181818182,1
"מה",0.6,2,0.4,2
"מט",0.6,2,0.444444444444444,0
"מי",0.6,2,0.545454545454545,1
"מל",0.6,2,0.727272727272727,1
"מן",0.6,2,0.666666666666667,0
"מס",0.6,2,0.2,2
"מר",0.6,2,0.222222222222222,0
"מש",0.6,2,0.0909090909090909,1
"מת",0.6,2,0.8,2
"נ""ט",0.5,2,0.444444444444444,0
"נ""ל",0.5,2,0.727272727272727,1
"נ""מ",0.5,2,0.6,2
"נא",0.5,2,0.333333333333333,0
"נד",0.5,2,0.181818181818182,1
"נו",0.5,2,0.555555555555556,0
"נח",0.5,2,0.636363636363636,1
"ני",0.5,2,0.545454545454545,1
"נם",0.5,2,0.777777777777778,0
"נס",0.5,2,0.2,2
"נע",0.5,2,0.454545454545455,1
"נץ",0.5,2,0.9,2
"נק'",0.5,2,0.111111111111111,0
"נר",0.5,2,0.222222222222222,0
"ס""ט",0.2,2,0.444444444444444,0
"ס""מ",0.2,2,0.6,2
"סב",0.2,2,0.3,2
"סד",0.2,2,0.181818181818182,1
"סט",0.2,2,0.444444444444444,0
"סי",0.2,2,0.545454545454545,1
"סך",0.2,2,0.818181818181818,1
"סל",0.2,2,0.727272727272727,1
"סם",0.2,2,0.777777777777778,0
"סע",0.2,2,0.454545454545455,1
"סף",0.2,2,0.909090909090909,1
"סר",0.2,2,0.222222222222222,0
"ע""י",0.454545454545455,1,0.545454545454545,1
"ע""מ",0.454545454545455,1,0.6,2
"ע""ס",0.454545454545455,1,0.2,2
"ע""ע",0.454545454545455,1,0.454545454545455,1
"ע""פ",0.454545454545455,1,0.888888888888889,0
"ע""ר",0.454545454545455,1,0.222222222222222,0
"ע""ש",0.454545454545455,1,0.0909090909090909,1
"עב",0.454545454545455,1,0.3,2
"עד",0.454545454545455,1,0.181818181818182,1
"עז",0.454545454545455,1,0.1,2
"עט",0.454545454545455,1,0.444444444444444,0
"עי",0.454545454545455,1,0.545454545454545,1
"על",0.454545454545455,1,0.727272727272727,1
"עם",0.454545454545455,1,0.777777777777778,0
"עמ'",0.454545454545455,1,0.6,2
"עף",0.454545454545455,1,0.909090909090909,1
"עץ",0.454545454545455,1,0.9,2
"ער",0.454545454545455,1,0.222222222222222,0
"עש",0.454545454545455,1,0.0909090909090909,1
"עת",0.454545454545455,1,0.8,2
"פ""א",0.888888888888889,0,0.333333333333333,0
"פ""נ",0.888888888888889,0,0.5,2
"פ""ת",0.888888888888889,0,0.8,2
"פג",0.888888888888889,0,0.272727272727273,1
"פה",0.888888888888889,0,0.4,2
"פז",0.888888888888889,0,0.1,2
"פח",0.888888888888889,0,0.636363636363636,1
"פי",0.888888888888889,0,0.545454545454545,1
"פך",0.888888888888889,0,0.818181818181818,1
"פן",0.888888888888889,0,0.666666666666667,0
"פס",0.888888888888889,0,0.2,2
"פר",0.888888888888889,0,0.222222222222222,0
"פת",0.888888888888889,0,0.8,2
"צ""ל",0.7,2,0.727272727272727,1
"צ'ט",0.7,2,0.444444444444444,0
"צ'ק",0.7,2,0.111111111111111,0
"צא",0.7,2,0.333333333333333,0
"צב",0.7,2,0.3,2
"צג",0.7,2,0.272727272727273,1
"צד",0.7,2,0.181818181818182,1
"צו",0.7,2,0.555555555555556,0
"צח",0.7,2,0.636363636363636,1
"צי",0.7,2,0.545454545454545,1
"צל",0.7,2,0.727272727272727,1
"צם",0.7,2,0.777777777777778,0
"צף",0.7,2,0.909090909090909,1
"צץ",0.7,2,0.9,2
"צר",0.7,2,0.222222222222222,0
"ק""ג",0.111111111111111,0,0.272727272727273,1
"ק""מ",0.111111111111111,0,0.6,2
"קב",0.111111111111111,0,0.3,2
"קד",0.111111111111111,0,0.181818181818182,1
"קו",0.111111111111111,0,0.555555555555556,0
"קח",0.111111111111111,0,0.636363636363636,1
"קט",0.111111111111111,0,0.444444444444444,0
"קי",0.111111111111111,0,0.545454545454545,1
"קל",0.111111111111111,0,0.727272727272727,1
"קם",0.111111111111111,0,0.777777777777778,0
"קן",0.111111111111111,0,0.666666666666667,0
"קץ",0.111111111111111,0,0.9,2
"קר",0.111111111111111,0,0.222222222222222,0
"קש",0.111111111111111,0,0.0909090909090909,1
"קת",0.111111111111111,0,0.8,2
"ר""ג",0.222222222222222,0,0.272727272727273,1
"ר""ח",0.222222222222222,0,0.636363636363636,1
"ר""ת",0.222222222222222,0,0.8,2
"רא",0.222222222222222,0,0.333333333333333,0
"רב",0.222222222222222,0,0.3,2
"רד",0.222222222222222,0,0.181818181818182,1
"רה",0.222222222222222,0,0.4,2
"רו",0.222222222222222,0,0.555555555555556,0
"רז",0.222222222222222,0,0.1,2
"רח'",0.222222222222222,0,0.636363636363636,1
"רך",0.222222222222222,0,0.818181818181818,1
"רם",0.222222222222222,0,0.777777777777778,0
"רן",0.222222222222222,0,0.666666666666667,0
"רע",0.222222222222222,0,0.454545454545455,1
"רף",0.222222222222222,0,0.909090909090909,1
"רץ",0.222222222222222,0,0.9,2
"רק",0.222222222222222,0,0.111111111111111,0
"רש",0.222222222222222,0,0.0909090909090909,1
"ש""ח",0.0909090909090909,1,0.636363636363636,1
"ש""ך",0.0909090909090909,1,0.818181818181818,1
"ש""ס",0.0909090909090909,1,0.2,2
"ש""ע",0.0909090909090909,1,0.454545454545455,1
"שא",0.0909090909090909,1,0.333333333333333,0
"שב",0.0909090909090909,1,0.3,2
"שד",0.0909090909090909,1,0.181818181818182,1
"שד'",0.0909090909090909,1,0.181818181818182,1
"שה",0.0909090909090909,1,0.4,2
"שח",0.0909090909090909,1,0.636363636363636,1
"שט",0.0909090909090909,1,0.444444444444444,0
"שי",0.0909090909090909,1,0.545454545454545,1
"של",0.0909090909090909,1,0.727272727272727,1
"שם",0.0909090909090909,1,0.777777777777778,0
"שן",0.0909090909090909,1,0.666666666666667,0
"שף",0.0909090909090909,1,0.909090909090909,1
"שק",0.0909090909090909,1,0.111111111111111,0
"שר",0.0909090909090909,1,0.222222222222222,0
"שש",0.0909090909090909,1,0.0909090909090909,1
"שת",0.0909090909090909,1,0.8,2
"ת""א",0.8,2,0.333333333333333,0
"תא",0.8,2,0.333333333333333,0
"תג",0.8,2,0.272727272727273,1
"תה",0.8,2,0.4,2
"תו",0.8,2,0.555555555555556,0
"תך",0.8,2,0.818181818181818,1
"תל",0.8,2,0.727272727272727,1
"תם",0.8,2,0.777777777777778,0
"תן",0.8,2,0.666666666666667,0
"תר",0.8,2,0.222222222222222,0
"תש",0.8,2,0.0909090909090909,1
"תת",0.8,2,0.8,2
